pub_uid,record_uid,reference,subset,region,commonname,family,genus,alive,dead,hooks_per_set,hooks_between_floats,bait,hook,leader,studycat,soak_max (hours),branchline length (m)
36,36.119,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,oceanic whitetip shark,Carcharhinidae,Carcharhinus,1,1,736,4,squid,other,mono,observerEM,18.8,43.3
36,36.12,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,pelagic stingray,Dasyatidae,Pteroplatytrygon,730,3,736,4,other,c,mono,observerEM,18.8,43.3
36,36.121,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,pelagic stingray,Dasyatidae,Pteroplatytrygon,955,3,736,4,fish,c,mono,observerEM,18.8,43.3
36,36.122,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,pelagic stingray,Dasyatidae,Pteroplatytrygon,765,3,736,4,other,c,mono,observerEM,18.8,43.3
36,36.123,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,pelagic stingray,Dasyatidae,Pteroplatytrygon,3240,45,736,4,squid,c,mono,observerEM,18.8,43.3
36,36.124,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,pelagic stingray,Dasyatidae,Pteroplatytrygon,9,0,736,4,other,j,mono,observerEM,18.8,43.3
36,36.125,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,pelagic stingray,Dasyatidae,Pteroplatytrygon,108,1,736,4,squid,j,mono,observerEM,18.8,43.3
36,36.126,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,pelagic stingray,Dasyatidae,Pteroplatytrygon,66,0,736,4,other,other,mono,observerEM,18.8,43.3
36,36.127,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,pelagic stingray,Dasyatidae,Pteroplatytrygon,9,0,736,4,fish,other,mono,observerEM,18.8,43.3
36,36.128,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,pelagic stingray,Dasyatidae,Pteroplatytrygon,33,0,736,4,other,other,mono,observerEM,18.8,43.3
36,36.129,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,pelagic stingray,Dasyatidae,Pteroplatytrygon,27,0,736,4,squid,other,mono,observerEM,18.8,43.3
36,36.13,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,porbeagle shark,Lamnidae,Lamna,0,1,736,4,fish,c,mono,observerEM,18.8,43.3
36,36.131,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,porbeagle shark,Lamnidae,Lamna,0,1,736,4,squid,c,mono,observerEM,18.8,43.3
36,36.132,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,porbeagle shark,Lamnidae,Lamna,1,0,736,4,fish,other,mono,observerEM,18.8,43.3
36,36.133,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,porbeagle shark,Lamnidae,Lamna,1,0,736,4,fish,j,mono,observerEM,18.8,43.3
36,36.134,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,porbeagle shark,Lamnidae,Lamna,1,0,736,4,squid,j,mono,observerEM,18.8,43.3
36,36.135,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,sand tiger shark,Odontaspididae,Carcharias,0,1,736,4,fish,c,mono,observerEM,18.8,43.3
36,36.136,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,sand tiger shark,Odontaspididae,Carcharias,1,0,736,4,fish,j,mono,observerEM,18.8,43.3
36,36.137,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,sand tiger shark,Odontaspididae,Carcharias,1,0,736,4,squid,j,mono,observerEM,18.8,43.3
36,36.138,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,sand tiger shark,Odontaspididae,Carcharias,1,0,736,4,squid,other,mono,observerEM,18.8,43.3
36,36.139,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,sandbar shark,Carcharhinidae,Carcharhinus,32,6,736,4,other,c,mono,observerEM,18.8,43.3
36,36.14,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,sandbar shark,Carcharhinidae,Carcharhinus,134,27,736,4,fish,c,mono,observerEM,18.8,43.3
36,36.141,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,sandbar shark,Carcharhinidae,Carcharhinus,10,4,736,4,other,c,mono,observerEM,18.8,43.3
36,36.142,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,sandbar shark,Carcharhinidae,Carcharhinus,36,12,736,4,squid,c,mono,observerEM,18.8,43.3
36,36.143,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,sandbar shark,Carcharhinidae,Carcharhinus,2,0,736,4,fish,other,mono,observerEM,18.8,43.3
36,36.144,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,sandbar shark,Carcharhinidae,Carcharhinus,7,0,736,4,other,j,mono,observerEM,18.8,43.3
36,36.145,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,sandbar shark,Carcharhinidae,Carcharhinus,36,12,736,4,fish,j,mono,observerEM,18.8,43.3
36,36.146,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,sandbar shark,Carcharhinidae,Carcharhinus,2,2,736,4,other,j,mono,observerEM,18.8,43.3
36,36.147,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,sandbar shark,Carcharhinidae,Carcharhinus,9,1,736,4,squid,j,mono,observerEM,18.8,43.3
36,36.148,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,sandbar shark,Carcharhinidae,Carcharhinus,9,1,736,4,fish,other,mono,observerEM,18.8,43.3
36,36.149,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,sandbar shark,Carcharhinidae,Carcharhinus,1,0,736,4,squid,other,mono,observerEM,18.8,43.3
36,36.15,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,scalloped hammerhead shark,Sphyrnidae,Sphyrna,153,183,736,4,other,c,mono,observerEM,18.8,43.3
36,36.151,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,scalloped hammerhead shark,Sphyrnidae,Sphyrna,4,2,736,4,other,c,wire,observerEM,18.8,43.3
36,36.152,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,scalloped hammerhead shark,Sphyrnidae,Sphyrna,109,118,736,4,fish,c,mono,observerEM,18.8,43.3
36,36.153,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,scalloped hammerhead shark,Sphyrnidae,Sphyrna,6,4,736,4,other,c,mono,observerEM,18.8,43.3
36,36.154,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,scalloped hammerhead shark,Sphyrnidae,Sphyrna,317,215,736,4,squid,c,mono,observerEM,18.8,43.3
36,36.155,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,scalloped hammerhead shark,Sphyrnidae,Sphyrna,19,38,736,4,other,j,mono,observerEM,18.8,43.3
36,36.156,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,scalloped hammerhead shark,Sphyrnidae,Sphyrna,0,1,736,4,other,j,wire,observerEM,18.8,43.3
36,36.157,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,scalloped hammerhead shark,Sphyrnidae,Sphyrna,5,2,736,4,fish,j,mono,observerEM,18.8,43.3
36,36.158,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,scalloped hammerhead shark,Sphyrnidae,Sphyrna,9,13,736,4,squid,j,mono,observerEM,18.8,43.3
36,36.159,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,scalloped hammerhead shark,Sphyrnidae,Sphyrna,1,3,736,4,other,other,mono,observerEM,18.8,43.3
36,36.16,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,scalloped hammerhead shark,Sphyrnidae,Sphyrna,1,0,736,4,fish,other,mono,observerEM,18.8,43.3
36,36.161,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,sharpnose sevengill shark,Hexanchidae,Heptranchias,1,0,736,4,squid,c,mono,observerEM,18.8,43.3
36,36.162,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,shorfin mako shark,Lamnidae,Isurus,121,50,736,4,other,c,mono,observerEM,18.8,43.3
36,36.163,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,shorfin mako shark,Lamnidae,Isurus,1,0,736,4,other,c,wire,observerEM,18.8,43.3
36,36.164,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,shorfin mako shark,Lamnidae,Isurus,185,115,736,4,fish,c,mono,observerEM,18.8,43.3
36,36.165,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,shorfin mako shark,Lamnidae,Isurus,35,8,736,4,other,c,mono,observerEM,18.8,43.3
36,36.166,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,shorfin mako shark,Lamnidae,Isurus,1,1,736,4,other,c,mono,observerEM,18.8,43.3
36,36.167,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,shorfin mako shark,Lamnidae,Isurus,268,116,736,4,squid,c,mono,observerEM,18.8,43.3
36,36.168,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,shorfin mako shark,Lamnidae,Isurus,8,4,736,4,fish,other,mono,observerEM,18.8,43.3
36,36.169,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,shorfin mako shark,Lamnidae,Isurus,1,0,736,4,other,j,other,observerEM,18.8,43.3
36,36.17,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,shorfin mako shark,Lamnidae,Isurus,27,12,736,4,other,j,mono,observerEM,18.8,43.3
36,36.171,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,shorfin mako shark,Lamnidae,Isurus,18,8,736,4,fish,j,mono,observerEM,18.8,43.3
36,36.172,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,shorfin mako shark,Lamnidae,Isurus,1,0,736,4,fish,j,wire,observerEM,18.8,43.3
36,36.173,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,shorfin mako shark,Lamnidae,Isurus,1,0,736,4,squid,j,other,observerEM,18.8,43.3
36,36.174,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,shorfin mako shark,Lamnidae,Isurus,25,27,736,4,squid,j,mono,observerEM,18.8,43.3
36,36.175,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,shorfin mako shark,Lamnidae,Isurus,8,3,736,4,other,other,mono,observerEM,18.8,43.3
36,36.176,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,shorfin mako shark,Lamnidae,Isurus,5,1,736,4,fish,other,mono,observerEM,18.8,43.3
36,36.177,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,shorfin mako shark,Lamnidae,Isurus,1,0,736,4,other,other,mono,observerEM,18.8,43.3
36,36.178,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,shorfin mako shark,Lamnidae,Isurus,14,2,736,4,squid,other,mono,observerEM,18.8,43.3
36,36.179,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,silky shark,Carcharhinidae,Carcharhinus,225,223,736,4,other,c,mono,observerEM,18.8,43.3
36,36.18,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,silky shark,Carcharhinidae,Carcharhinus,596,354,736,4,fish,c,mono,observerEM,18.8,43.3
36,36.181,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,silky shark,Carcharhinidae,Carcharhinus,46,21,736,4,other,c,mono,observerEM,18.8,43.3
36,36.182,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,silky shark,Carcharhinidae,Carcharhinus,638,480,736,4,squid,c,mono,observerEM,18.8,43.3
36,36.183,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,silky shark,Carcharhinidae,Carcharhinus,0,1,736,4,other,other,mono,observerEM,18.8,43.3
36,36.184,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,silky shark,Carcharhinidae,Carcharhinus,29,23,736,4,fish,other,mono,observerEM,18.8,43.3
36,36.185,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,silky shark,Carcharhinidae,Carcharhinus,0,1,736,4,other,j,other,observerEM,18.8,43.3
36,36.186,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,silky shark,Carcharhinidae,Carcharhinus,142,211,736,4,other,j,mono,observerEM,18.8,43.3
36,36.187,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,silky shark,Carcharhinidae,Carcharhinus,60,9,736,4,other,j,wire,observerEM,18.8,43.3
36,36.188,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,silky shark,Carcharhinidae,Carcharhinus,42,38,736,4,fish,j,mono,observerEM,18.8,43.3
36,36.189,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,silky shark,Carcharhinidae,Carcharhinus,1,0,736,4,fish,j,wire,observerEM,18.8,43.3
36,36.19,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,silky shark,Carcharhinidae,Carcharhinus,0,2,736,4,squid,j,other,observerEM,18.8,43.3
36,36.191,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,silky shark,Carcharhinidae,Carcharhinus,105,96,736,4,squid,j,mono,observerEM,18.8,43.3
36,36.192,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,silky shark,Carcharhinidae,Carcharhinus,8,7,736,4,other,other,mono,observerEM,18.8,43.3
36,36.193,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,silky shark,Carcharhinidae,Carcharhinus,20,19,736,4,fish,other,mono,observerEM,18.8,43.3
36,36.194,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,silky shark,Carcharhinidae,Carcharhinus,26,50,736,4,squid,other,mono,observerEM,18.8,43.3
36,36.195,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,dusky smooth-hound shark,Triakidae,Mustelus,0,1,736,4,other,j,mono,observerEM,18.8,43.3
36,36.196,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,smooth hammerhead shark,Sphyrnidae,Sphyrna,4,1,736,4,other,c,mono,observerEM,18.8,43.3
36,36.197,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,smooth hammerhead shark,Sphyrnidae,Sphyrna,0,1,736,4,squid,c,mono,observerEM,18.8,43.3
36,36.198,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,smooth hammerhead shark,Sphyrnidae,Sphyrna,1,1,736,4,squid,j,mono,observerEM,18.8,43.3
36,36.199,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,spinner shark,Carcharhinidae,Carcharhinus,42,90,736,4,other,c,mono,observerEM,18.8,43.3
36,36.2,"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.","Y (hook shape, bait type, leader material)",ao,spinner shark,Carcharhinidae,Carcharhinus,1,0,736,4,fish,c,other,observerEM,18.8,43.3
